x-axis,1,2
second,Volt,Volt
-10.00000E-06,+1.39698493108E+00,-50.25123432E-03
-9.99000E-06,+1.43718593568E+00,-50.25123432E-03
-9.98000E-06,+1.43718593568E+00,-90.45223892E-03
-9.97000E-06,+1.43718593568E+00,-50.25123432E-03
-9.96000E-06,+1.43718593568E+00,-50.25123432E-03
-9.95000E-06,+1.47738694027E+00,-50.25123432E-03
-9.94000E-06,+1.47738694027E+00,-90.45223892E-03
-9.93000E-06,+1.51758794487E+00,-50.25123432E-03
-9.92000E-06,+1.51758794487E+00,-90.45223892E-03
-9.91000E-06,+1.51758794487E+00,-90.45223892E-03
-9.90000E-06,+1.55778894946E+00,-90.45223892E-03
-9.89000E-06,+1.59798995405E+00,-50.25123432E-03
-9.88000E-06,+1.59798995405E+00,-50.25123432E-03
-9.87000E-06,+1.59798995405E+00,-50.25123432E-03
-9.86000E-06,+1.59798995405E+00,-50.25123432E-03
-9.85000E-06,+1.63819095865E+00,-50.25123432E-03
-9.84000E-06,+1.55778894946E+00,+5.29648237675E+00
-9.83000E-06,+1.71859296784E+00,+4.49246228486E+00
-9.82000E-06,+1.67839196324E+00,+4.93467333540E+00
-9.81000E-06,+1.63819095865E+00,+5.09547735378E+00
-9.80000E-06,+1.67839196324E+00,+5.05527634919E+00
-9.79000E-06,+1.71859296784E+00,+5.13567835838E+00
-9.78000E-06,+1.71859296784E+00,+5.21608036757E+00
-9.77000E-06,+1.71859296784E+00,+5.21608036757E+00
-9.76000E-06,+1.71859296784E+00,+5.25628137216E+00
-9.75000E-06,+1.79899497703E+00,+5.25628137216E+00
-9.74000E-06,+1.75879397243E+00,+5.21608036757E+00
-9.73000E-06,+1.79899497703E+00,+5.17587936297E+00
-9.72000E-06,+1.79899497703E+00,+5.13567835838E+00
-9.71000E-06,+1.83919598162E+00,+5.05527634919E+00
-9.70000E-06,+1.83919598162E+00,+4.97487434000E+00
-9.69000E-06,+1.83919598162E+00,+4.93467333540E+00
-9.68000E-06,+1.87939698622E+00,+4.89447233081E+00
-9.67000E-06,+1.87939698622E+00,+4.89447233081E+00
-9.66000E-06,+1.91959799081E+00,+4.89447233081E+00
-9.65000E-06,+1.91959799081E+00,+4.93467333540E+00
-9.64000E-06,+1.95979899541E+00,+4.97487434000E+00
-9.63000E-06,+1.95979899541E+00,+5.05527634919E+00
-9.62000E-06,+1.95979899541E+00,+5.05527634919E+00
-9.61000E-06,+2.00000000000E+00,+5.09547735378E+00
-9.60000E-06,+1.95979899541E+00,+5.13567835838E+00
