x-axis,SCL1,3
second,Volt,Volt
+2.0917500E-03,+391.9598162E-03,+190.9547932E-03
+2.0920000E-03,+361.8090631E-03,+231.1557978E-03
+2.0922500E-03,+391.9598162E-03,+190.9547932E-03
+2.0925000E-03,+361.8090625E-03,+201.0050441E-03
+2.0927500E-03,+391.9598162E-03,+211.0552952E-03
+2.0930000E-03,+391.9598162E-03,+190.9547932E-03
+2.0932500E-03,+391.9598162E-03,+190.9547932E-03
+2.0935000E-03,+361.8090624E-03,+190.9547932E-03
+2.0937500E-03,+391.9598162E-03,+190.9547932E-03
+2.0940000E-03,+391.9598162E-03,+190.9547932E-03
+2.0942500E-03,+391.9598162E-03,+190.9547932E-03
+2.0945000E-03,+391.9598162E-03,+190.9547932E-03
+2.0947500E-03,+391.9598162E-03,+211.0552959E-03
+2.0950000E-03,+381.9095647E-03,+190.9547932E-03
+2.0952500E-03,+391.9598159E-03,+190.9547932E-03
+2.0955000E-03,+391.9598162E-03,+190.9547932E-03
+2.0957500E-03,+391.9598162E-03,+190.9547932E-03
+2.0960000E-03,+381.9095647E-03,+190.9547932E-03
+2.0962500E-03,+391.9598159E-03,+4.5728642941E+00
+2.0965000E-03,+391.9598162E-03,+4.5326632895E+00
+2.0967500E-03,+371.8593143E-03,+4.5728642941E+00
+2.0970000E-03,+381.9095647E-03,+4.5728642941E+00
+2.0972500E-03,+391.9598159E-03,+4.5728642937E+00
+2.0975000E-03,+391.9598162E-03,+4.5326632895E+00
+2.0977500E-03,+391.9598162E-03,+4.5326632895E+00
+2.0980000E-03,+391.9598162E-03,+4.5728642941E+00
+2.0982500E-03,+391.9598162E-03,+4.5728642937E+00
+2.0985000E-03,+391.9598162E-03,+4.5427135403E+00
+2.0987500E-03,+391.9598162E-03,+4.5527637921E+00
+2.0990000E-03,+391.9598162E-03,+4.5326632895E+00
+2.0992500E-03,+351.7588120E-03,+4.5728642937E+00
+2.0995000E-03,+391.9598162E-03,+4.5628140432E+00
+2.0997500E-03,+391.9598162E-03,+4.5326632895E+00
+2.1000000E-03,+391.9598162E-03,+4.5628140426E+00
+2.1002500E-03,+391.9598162E-03,+4.5728642937E+00
+2.1005000E-03,+391.9598162E-03,+4.5628140433E+00
+2.1007500E-03,+391.9598162E-03,+4.5326632895E+00
+2.1010000E-03,+361.8090631E-03,+4.5326632895E+00
+2.1012500E-03,+391.9598159E-03,+150.7537894E-03
+2.1015000E-03,+391.9598162E-03,+201.0050440E-03
+2.1017500E-03,+371.8593143E-03,+211.0552959E-03
+2.1020000E-03,+361.8090631E-03,+221.1055463E-03
+2.1022500E-03,+391.9598162E-03,+231.1557975E-03
+2.1025000E-03,+391.9598162E-03,+201.0050440E-03
+2.1027500E-03,+371.8593136E-03,+190.9547932E-03
+2.1030000E-03,+391.9598162E-03,+221.1055463E-03
+2.1032500E-03,+351.7588120E-03,+190.9547932E-03
+2.1035000E-03,+391.9598162E-03,+190.9547932E-03
+2.1037500E-03,+371.8593136E-03,+211.0552959E-03
+2.1040000E-03,+391.9598162E-03,+201.0050448E-03
+2.1042500E-03,+391.9598159E-03,+231.1557978E-03
+2.1045000E-03,+381.9095654E-03,+190.9547932E-03
+2.1047500E-03,+371.8593136E-03,+190.9547932E-03
+2.1050000E-03,+391.9598162E-03,+231.1557978E-03
+2.1052500E-03,+351.7588120E-03,+190.9547932E-03
+2.1055000E-03,+391.9598162E-03,+221.1055471E-03
+2.1057500E-03,+351.7588116E-03,+211.0552959E-03
+2.1060000E-03,+391.9598162E-03,+231.1557978E-03
+2.1062500E-03,+391.9598162E-03,+4.5728642937E+00
+2.1065000E-03,+391.9598162E-03,+4.5628140433E+00
+2.1067500E-03,+351.7588116E-03,+4.5527637921E+00
+2.1070000E-03,+391.9598162E-03,+4.5427135410E+00
+2.1072500E-03,+351.7588120E-03,+4.5728642941E+00
+2.1075000E-03,+361.8090624E-03,+4.5728642941E+00
+2.1077500E-03,+391.9598162E-03,+4.5527637914E+00
+2.1080000E-03,+381.9095647E-03,+4.5628140425E+00
+2.1082500E-03,+391.9598162E-03,+4.5728642941E+00
+2.1085000E-03,+391.9598162E-03,+4.5628140433E+00
+2.1087500E-03,+351.7588116E-03,+4.5728642941E+00
+2.1090000E-03,+391.9598162E-03,+4.5326632895E+00
+2.1092500E-03,+351.7588120E-03,+4.5326632895E+00
+2.1095000E-03,+391.9598162E-03,+4.5628140433E+00
+2.1097500E-03,+351.7588116E-03,+4.5326632895E+00
+2.1100000E-03,+391.9598162E-03,+4.5326632895E+00
+2.1102500E-03,+351.7588120E-03,+4.5728642937E+00
+2.1105000E-03,+391.9598162E-03,+4.5628140433E+00
+2.1107500E-03,+351.7588116E-03,+4.5527637921E+00
+2.1110000E-03,+361.8090632E-03,+4.5427135410E+00
+2.1112500E-03,+391.9598162E-03,+190.9547932E-03
+2.1115000E-03,+381.9095655E-03,+190.9547932E-03
+2.1117500E-03,+391.9598162E-03,+190.9547932E-03
+2.1120000E-03,+391.9598162E-03,+201.0050448E-03
+2.1122500E-03,+351.7588120E-03,+190.9547932E-03
+2.1125000E-03,+391.9598162E-03,+201.0050440E-03
+2.1127500E-03,+391.9598162E-03,+190.9547932E-03
+2.1130000E-03,+391.9598162E-03,+221.1055463E-03
+2.1132500E-03,+391.9598162E-03,+231.1557974E-03
+2.1135000E-03,+361.8090624E-03,+190.9547932E-03
+2.1137500E-03,+391.9598162E-03,+211.0552959E-03
+2.1140000E-03,+361.8090632E-03,+221.1055463E-03
+2.1142500E-03,+391.9598162E-03,+190.9547932E-03
+2.1145000E-03,+381.9095655E-03,+221.1055471E-03
+2.1147500E-03,+351.7588116E-03,+190.9547932E-03
+2.1150000E-03,+391.9598162E-03,+201.0050448E-03
+2.1152500E-03,+391.9598162E-03,+190.9547932E-03
+2.1155000E-03,+361.8090624E-03,+190.9547932E-03
+2.1157500E-03,+371.8593143E-03,+211.0552959E-03
+2.1160000E-03,+381.9095647E-03,+221.1055463E-03
+2.1162500E-03,+391.9598158E-03,+4.5728642941E+00
+2.1165000E-03,+391.9598162E-03,+4.5728642941E+00
+2.1167500E-03,+391.9598162E-03,+4.5527637922E+00
+2.1170000E-03,+391.9598162E-03,+4.5326632895E+00
+2.1172500E-03,+391.9598162E-03,+4.5728642936E+00
+2.1175000E-03,+391.9598162E-03,+4.5326632895E+00
+2.1177500E-03,+391.9598162E-03,+4.5527637913E+00
+2.1180000E-03,+391.9598162E-03,+4.5326632895E+00
+2.1182500E-03,+351.7588120E-03,+4.5326632895E+00
+2.1185000E-03,+391.9598162E-03,+4.5427135402E+00
+2.1187500E-03,+371.8593135E-03,+4.5326632895E+00
+2.1190000E-03,+391.9598162E-03,+4.5326632895E+00
+2.1192500E-03,+391.9598158E-03,+4.5326632895E+00
