x-axis,1,2,3,4
+993.4000E-06,+4.3976130396E+00,+4.8140703216E+00,-130.6532435E-03,+3.0854271241E+00
+993.5000E-06,+4.4114321350E+00,+4.7744974577E+00,-130.6532435E-03,+3.0458542601E+00
+993.6000E-06,+4.3875627885E+00,+4.7983668042E+00,-146.3567609E-03,+3.0697236067E+00
+993.7000E-06,+4.3812813816E+00,+4.8140703216E+00,-130.6532435E-03,+3.0854271241E+00
+993.8000E-06,+4.3775125373E+00,+4.8140703216E+00,-130.6532435E-03,+3.0854271241E+00
+993.9000E-06,+4.3925879140E+00,+4.7738693170E+00,-130.6532435E-03,+3.0646984811E+00
+994.0000E-06,+4.3718592711E+00,+4.8140703216E+00,-130.6532435E-03,+3.0496231044E+00
+994.1000E-06,+4.3718592711E+00,+4.8140703216E+00,-141.3316353E-03,+3.0854271241E+00
+994.2000E-06,+4.3718592711E+00,+4.7594220810E+00,-116.2060075E-03,+3.0596733555E+00
+994.3000E-06,+4.3718592711E+00,+4.8140703216E+00,-170.2261074E-03,+3.0854271241E+00
+994.4000E-06,+4.3875627885E+00,+4.8140703216E+00,-155.1507307E-03,+3.0854271241E+00
+994.5000E-06,+4.3812813816E+00,+4.7832914275E+00,-130.6532435E-03,+3.0854271241E+00
+994.6000E-06,+4.3718592711E+00,+4.7738693170E+00,-124.9999773E-03,+3.0854271241E+00
+994.7000E-06,+4.3718592711E+00,+4.8140703216E+00,-130.6532435E-03,+3.0646984811E+00
+994.8000E-06,+4.3718592711E+00,+4.8140703216E+00,-130.6532435E-03,+3.0496231044E+00
+994.9000E-06,+4.4120602757E+00,+4.8033919298E+00,-160.1758563E-03,+3.0559045113E+00
+995.0000E-06,+4.3718592711E+00,+4.7883165531E+00,-130.6532435E-03,+3.0854271241E+00
+995.1000E-06,+4.3718592711E+00,+4.8140703216E+00,-130.6532435E-03,+3.0854271241E+00
+995.2000E-06,+4.3963567583E+00,+4.7581657996E+00,+4.8699748436E+00,+3.0050251149E+00
+995.3000E-06,+4.3718592711E+00,+4.7832914275E+00,+4.4026381652E+00,+3.0452261195E+00
+995.4000E-06,+4.3718592711E+00,+4.8140703216E+00,+4.4120602757E+00,+3.0854271241E+00
+995.5000E-06,+4.3523869094E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0854271241E+00
+995.6000E-06,+4.3718592711E+00,+4.8140703216E+00,+4.3762562560E+00,+3.1168341588E+00
+995.7000E-06,+4.4013818839E+00,+4.7845477088E+00,+4.3825376629E+00,+3.0854271241E+00
+995.8000E-06,+4.3718592711E+00,+4.8140703216E+00,+4.3863065071E+00,+3.0709798880E+00
+995.9000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.4114321350E+00,+3.0458542601E+00
+996.0000E-06,+4.3718592711E+00,+4.8140703216E+00,+4.3718592711E+00,+3.0854271241E+00
+996.1000E-06,+4.4026381652E+00,+4.8046482111E+00,+4.4026381652E+00,+3.0760050136E+00
+996.2000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.4120602757E+00,+3.0452261195E+00
+996.3000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0646984811E+00
+996.4000E-06,+4.3718592711E+00,+4.7782663019E+00,+4.3718592711E+00,+3.0810301391E+00
+996.5000E-06,+4.3718592711E+00,+4.8033919298E+00,+4.3718592711E+00,+3.0854271241E+00
+996.6000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3574120350E+00,+3.0709798880E+00
+996.7000E-06,+4.3718592711E+00,+4.8134421810E+00,+4.3718592711E+00,+3.0854271241E+00
+996.8000E-06,+4.3630653012E+00,+4.7983668042E+00,+4.3963567583E+00,+3.0697236067E+00
+996.9000E-06,+4.3718592711E+00,+4.8140703216E+00,+4.3812813816E+00,+3.0854271241E+00
+997.0000E-06,+4.3718592711E+00,+4.7795225833E+00,+4.3718592711E+00,+3.0854271241E+00
+997.1000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0646984811E+00
+997.2000E-06,+4.3718592711E+00,+4.8096733367E+00,+4.3718592711E+00,+3.0854271241E+00
+997.3000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0747487322E+00
+997.4000E-06,+4.3718592711E+00,+4.7996230856E+00,+4.3718592711E+00,+3.0854271241E+00
+997.5000E-06,+4.3718592711E+00,+4.7744974577E+00,+4.3718592711E+00,+3.0854271241E+00
+997.6000E-06,+4.3473617839E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0452261195E+00
+997.7000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0854271241E+00
+997.8000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0452261195E+00
+997.9000E-06,+4.3718592711E+00,+4.7726130357E+00,+4.3913316327E+00,+3.0854271241E+00
+998.0000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3674622862E+00,+3.0496231044E+00
+998.1000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0559045113E+00
+998.2000E-06,+4.3461055026E+00,+4.7996230856E+00,+4.3718592711E+00,+3.0709798880E+00
+998.3000E-06,+4.4114321350E+00,+4.7732411764E+00,+4.3322864071E+00,+3.0847989834E+00
+998.4000E-06,+4.3718592711E+00,+4.7983668042E+00,+4.3718592711E+00,+3.0854271241E+00
+998.5000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3812813816E+00,+3.0546482300E+00
+998.6000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3775125373E+00,+3.0854271241E+00
+998.7000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0854271241E+00
+998.8000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0854271241E+00
+998.9000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0747487323E+00
+999.0000E-06,+4.3718592711E+00,+4.7996230855E+00,+4.3718592711E+00,+3.0854271241E+00
+999.1000E-06,+4.3322864071E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0464824008E+00
+999.2000E-06,+4.3718592711E+00,+4.7581657997E+00,+4.3561557537E+00,+3.0854271241E+00
+999.3000E-06,+4.3624371606E+00,+4.8046482111E+00,+4.3410803770E+00,+3.0854271241E+00
+999.4000E-06,+4.3718592711E+00,+4.7393215787E+00,+4.3718592711E+00,+3.0565326519E+00
+999.5000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3511306281E+00,+3.0854271241E+00
+999.6000E-06,+4.3718592711E+00,+4.7380652974E+00,+4.3360552514E+00,+3.0854271241E+00
+999.7000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3611808793E+00,+3.0961055159E+00
+999.8000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0854271241E+00
+999.9000E-06,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0458542601E+00
+1.0000000E-03,+4.3561557537E+00,+4.7738693170E+00,+4.3561557537E+00,+3.0854271241E+00
+1.0001000E-03,+4.3718592711E+00,+4.7738693170E+00,+4.3718592711E+00,+3.0452261195E+00
+1.0002000E-03,+334.7990130E-03,+2.1375628124E+00,-677.7637913E-03,+2.9648241103E+00
+1.0003000E-03,+250.6281595E-03,+511.3065487E-03,-67.2110334E-03,+412.6884592E-03
+1.0004000E-03,+266.9598175E-03,+356.1557966E-03,-135.0502284E-03,+467.9648405E-03
+1.0005000E-03,+241.8341896E-03,+391.9598162E-03,-90.4522389E-03,+442.8392126E-03
+1.0006000E-03,+271.3568024E-03,+377.5125801E-03,-130.6532435E-03,+446.6080569E-03
+1.0007000E-03,+271.3568024E-03,+391.9598162E-03,-130.6532435E-03,+432.1608208E-03
+1.0008000E-03,+246.8593152E-03,+351.7588116E-03,-114.9497261E-03,+447.8643382E-03
+1.0009000E-03,+231.1557978E-03,+351.7588116E-03,-161.4321376E-03,+441.5829313E-03
+1.0010000E-03,+236.8090641E-03,+357.4120778E-03,-96.1055051E-03,+432.1608208E-03
+1.0011000E-03,+271.3568024E-03,+391.9598162E-03,-109.9246006E-03,+452.8894638E-03
+1.0012000E-03,+271.3568024E-03,+387.5628313E-03,-130.6532435E-03,+432.1608208E-03
+1.0013000E-03,+271.3568024E-03,+322.2361988E-03,-119.9748517E-03,+432.1608208E-03
+1.0014000E-03,+271.3568024E-03,+377.5125801E-03,-130.6532435E-03,+432.1608208E-03
+1.0015000E-03,+231.7839385E-03,+351.7588116E-03,-170.8542481E-03,+432.1608208E-03
+1.0016000E-03,+255.6532851E-03,+376.2562989E-03,-130.6532435E-03,+432.1608208E-03
+1.0017000E-03,+271.3568024E-03,+361.1809221E-03,-121.2311330E-03,+472.3618254E-03
+1.0018000E-03,+271.3568024E-03,+391.9598162E-03,-165.2009819E-03,+437.8140870E-03
+1.0019000E-03,+271.3568024E-03,+351.7588116E-03,-151.3818865E-03,+451.6331825E-03
+1.0020000E-03,+235.5527828E-03,+351.7588116E-03,-130.6532435E-03,+432.1608208E-03
+1.0021000E-03,+271.3568024E-03,+362.4372034E-03,-101.1306307E-03,+432.1608208E-03
+1.0022000E-03,+256.9095664E-03,+377.5125801E-03,-130.6532435E-03,+457.9145893E-03
+1.0023000E-03,+231.7839385E-03,+351.7588116E-03,-131.2813842E-03,+432.1608208E-03
+1.0024000E-03,+271.3568024E-03,+367.4623290E-03,-130.6532435E-03,+432.1608208E-03
+1.0025000E-03,+271.3568024E-03,+361.1809221E-03,-99.8743494E-03,+432.1608208E-03
+1.0026000E-03,+265.7035362E-03,+391.9598162E-03,-130.6532435E-03,+466.7085592E-03
+1.0027000E-03,+271.3568024E-03,+372.4874546E-03,-130.6532435E-03,+452.8894637E-03
+1.0028000E-03,+266.9598175E-03,+391.9598162E-03,-94.8492239E-03,+472.3618254E-03
+1.0029000E-03,+271.3568024E-03,+362.4372034E-03,-119.9748517E-03,+442.8392126E-03
+1.0030000E-03,+245.6030339E-03,+351.7588116E-03,-116.2060074E-03,+432.1608208E-03
+1.0031000E-03,+271.3568024E-03,+351.7588116E-03,-130.0251029E-03,+432.1608208E-03
+1.0032000E-03,+271.3568024E-03,+391.9598162E-03,-130.6532435E-03,+432.1608208E-03
+1.0033000E-03,+271.3568024E-03,+391.9598162E-03,-130.6532435E-03,+432.1608208E-03
+1.0034000E-03,+236.8090640E-03,+351.7588116E-03,-130.6532435E-03,+432.1608208E-03
+1.0035000E-03,+271.3568024E-03,+351.7588116E-03,-109.9246006E-03,+432.1608208E-03
+1.0036000E-03,+271.3568024E-03,+351.7588116E-03,-130.6532435E-03,+432.1608208E-03
+1.0037000E-03,+241.8341896E-03,+362.4372034E-03,-90.4522389E-03,+432.1608208E-03
+1.0038000E-03,+245.6030339E-03,+351.7588116E-03,-116.2060074E-03,+432.1608208E-03
+1.0039000E-03,+271.3568024E-03,+352.3869523E-03,-130.6532435E-03,+432.1608208E-03
+1.0040000E-03,+271.3568024E-03,+367.4623290E-03,-146.3567609E-03,+432.1608208E-03
+1.0041000E-03,+271.3568024E-03,+351.7588116E-03,-121.2311330E-03,+401.3819267E-03
+1.0042000E-03,+271.3568024E-03,+391.9598162E-03,-130.6532435E-03,+437.8140870E-03
+1.0043000E-03,+271.3568024E-03,+351.7588116E-03,-130.6532435E-03,+451.6331825E-03
+1.0044000E-03,+271.3568024E-03,+351.7588116E-03,-94.8492239E-03,+436.5578058E-03
+1.0045000E-03,+241.8341896E-03,+391.9598162E-03,-130.6532435E-03,+461.6834336E-03
+1.0046000E-03,+271.3568024E-03,+351.7588116E-03,-104.8994750E-03,+457.9145893E-03
+1.0047000E-03,+271.3568024E-03,+352.3869523E-03,-90.4522389E-03,+432.1608208E-03
+1.0048000E-03,+271.3568024E-03,+351.7588116E-03,-106.1557563E-03,+447.8643382E-03
+1.0049000E-03,+261.9346919E-03,+391.9598162E-03,-130.6532435E-03,+432.1608208E-03
+1.0050000E-03,+305.9045408E-03,+391.9598162E-03,-130.6532435E-03,+432.1608208E-03
+1.0051000E-03,+271.3568024E-03,+391.9598162E-03,-111.1808818E-03,+472.3618254E-03
+1.0052000E-03,+271.3568024E-03,+334.1708718E-03,+4.6708542430E+00,+436.5578058E-03
+1.0053000E-03,+271.3568024E-03,+314.0703695E-03,+4.3316582665E+00,+432.1608208E-03
+1.0054000E-03,+271.3568024E-03,+391.9598162E-03,+4.4120602757E+00,+457.9145893E-03
+1.0055000E-03,+270.7286618E-03,+312.1859477E-03,+4.3724874117E+00,+432.1608208E-03
+1.0056000E-03,+271.3568024E-03,+376.2562989E-03,+4.4365577629E+00,+432.1608208E-03
+1.0057000E-03,+240.5779084E-03,+391.9598162E-03,+4.4120602757E+00,+432.1608208E-03
+1.0058000E-03,+271.3568024E-03,+386.3065500E-03,+4.4120602757E+00,+432.1608208E-03
+1.0059000E-03,+271.3568024E-03,+391.9598162E-03,+4.4120602757E+00,+412.6884591E-03
+1.0060000E-03,+271.3568024E-03,+387.5628313E-03,+4.4076632907E+00,+467.9648405E-03
+1.0061000E-03,+271.3568024E-03,+381.2814244E-03,+4.3718592711E+00,+442.8392126E-03
+1.0062000E-03,+271.3568024E-03,+377.5125801E-03,+4.4120602757E+00,+432.1608208E-03
+1.0063000E-03,+231.7839385E-03,+352.3869522E-03,+4.4120602757E+00,+432.7889614E-03
+1.0064000E-03,+271.3568024E-03,+327.2613244E-03,+4.4120602757E+00,+447.8643382E-03
+1.0065000E-03,+271.3568024E-03,+351.7588116E-03,+4.3812813816E+00,+432.1608208E-03
+1.0066000E-03,+271.3568024E-03,+386.3065500E-03,+4.4120602757E+00,+432.1608208E-03
+1.0067000E-03,+271.3568024E-03,+332.2864499E-03,+4.4120602757E+00,+411.4321779E-03
+1.0068000E-03,+231.1557978E-03,+351.7588116E-03,+4.4120602757E+00,+472.3618254E-03
+1.0069000E-03,+271.3568024E-03,+351.7588116E-03,+4.4013818839E+00,+442.8392126E-03
+1.0070000E-03,+271.3568024E-03,+366.2060477E-03,+4.3718592711E+00,+432.1608208E-03
+1.0071000E-03,+271.3568024E-03,+351.7588116E-03,+4.4120602757E+00,+432.1608208E-03
+1.0072000E-03,+255.6532851E-03,+351.7588116E-03,+4.3875627884E+00,+432.1608208E-03
+1.0073000E-03,+271.3568024E-03,+391.9598162E-03,+4.4120602757E+00,+441.5829313E-03
+1.0074000E-03,+265.7035362E-03,+351.7588116E-03,+4.4120602757E+00,+472.3618254E-03
+1.0075000E-03,+251.8844408E-03,+372.4874545E-03,+4.4120602757E+00,+432.1608208E-03
+1.0076000E-03,+271.3568024E-03,+356.1557966E-03,+4.4120602757E+00,+432.1608208E-03
+1.0077000E-03,+271.3568024E-03,+381.2814244E-03,+4.3825376628E+00,+432.1608208E-03
+1.0078000E-03,+271.3568024E-03,+351.7588116E-03,+4.4120602757E+00,+432.1608208E-03
+1.0079000E-03,+271.3568024E-03,+351.7588116E-03,+4.3718592711E+00,+432.1608208E-03
+1.0080000E-03,+271.3568024E-03,+351.7588116E-03,+4.3718592711E+00,+432.1608208E-03
+1.0081000E-03,+240.5779084E-03,+351.7588116E-03,+4.4026381651E+00,+432.1608208E-03
+1.0082000E-03,+271.3568024E-03,+317.2110732E-03,+4.3775125373E+00,+397.6130824E-03
+1.0083000E-03,+271.3568024E-03,+371.2311733E-03,+4.4120602757E+00,+472.3618254E-03
+1.0084000E-03,+235.5527828E-03,+356.1557966E-03,+4.4120602757E+00,+432.1608208E-03
+1.0085000E-03,+260.6784107E-03,+351.7588116E-03,+4.4120602757E+00,+472.3618254E-03
+1.0086000E-03,+271.3568024E-03,+351.7588116E-03,+4.3976130396E+00,+457.9145893E-03
+1.0087000E-03,+270.7286618E-03,+391.3316756E-03,+4.4114321351E+00,+432.1608208E-03
+1.0088000E-03,+246.8593152E-03,+336.0552943E-03,+4.4120602757E+00,+432.1608208E-03
+1.0089000E-03,+261.9346919E-03,+351.7588116E-03,+4.4120602757E+00,+441.5829313E-03
+1.0090000E-03,+271.3568024E-03,+351.7588116E-03,+4.4064070095E+00,+426.5075546E-03
+1.0091000E-03,+271.3568024E-03,+351.7588116E-03,+4.3913316328E+00,+451.6331825E-03
+1.0092000E-03,+271.3568024E-03,+387.5628313E-03,+4.4076632907E+00,+432.1608208E-03
+1.0093000E-03,+241.8341896E-03,+381.2814245E-03,+4.3718592711E+00,+432.1608208E-03
+1.0094000E-03,+256.9095663E-03,+377.5125801E-03,+4.4120602757E+00,+432.1608208E-03
+1.0095000E-03,+271.3568024E-03,+391.3316756E-03,+4.4120602757E+00,+431.5326802E-03
+1.0096000E-03,+271.3568024E-03,+376.2562989E-03,+4.3963567583E+00,+432.1608208E-03
+1.0097000E-03,+271.3568024E-03,+391.9598162E-03,+4.3812813816E+00,+401.3819268E-03
+1.0098000E-03,+271.3568024E-03,+357.4120778E-03,+4.3775125373E+00,+432.1608208E-03
+1.0099000E-03,+251.8844407E-03,+351.7588116E-03,+4.4120602757E+00,+451.6331825E-03
+1.0100000E-03,+235.5527828E-03,+351.7588116E-03,+4.4076632907E+00,+432.1608208E-03
+1.0101000E-03,+271.3568024E-03,+351.7588116E-03,+4.3825376628E+00,+413.3165997E-03
+1.0102000E-03,+2.7782663234E+00,+2.0062814075E+00,-458.5426877E-03,+657.0351911E-03
+1.0103000E-03,+4.3712311305E+00,+3.6865577711E+00,-168.9698263E-03,+2.7229899421E+00
+1.0104000E-03,+4.3473617838E+00,+4.3316582665E+00,-170.8542481E-03,+3.0452261195E+00
+1.0105000E-03,+4.3718592711E+00,+4.6130652986E+00,-140.0753540E-03,+3.0760050135E+00
+1.0106000E-03,+4.3718592711E+00,+4.7280150462E+00,-130.6532435E-03,+3.0854271241E+00
+1.0107000E-03,+4.3718592711E+00,+4.7543969553E+00,-151.3818864E-03,+3.0659547624E+00
+1.0108000E-03,+4.3674622861E+00,+4.7738693170E+00,-170.8542481E-03,+3.0496231044E+00
+1.0109000E-03,+4.3718592711E+00,+4.7738693170E+00,-170.8542481E-03,+3.0854271241E+00
+1.0110000E-03,+4.3461055026E+00,+4.7738693170E+00,-156.4070120E-03,+3.0709798879E+00
+1.0111000E-03,+4.3718592711E+00,+4.7738693170E+00,-170.2261075E-03,+3.0847989834E+00
+1.0112000E-03,+4.3875627884E+00,+4.7738693170E+00,-146.3567608E-03,+3.0697236067E+00
+1.0113000E-03,+4.3410803770E+00,+4.7738693170E+00,-170.8542481E-03,+3.0546482300E+00
+1.0114000E-03,+4.3718592711E+00,+4.8084170554E+00,-130.6532435E-03,+3.0508793856E+00
+1.0115000E-03,+4.3718592711E+00,+4.7738693170E+00,-150.1256052E-03,+3.0659547624E+00
+1.0116000E-03,+4.3718592711E+00,+4.7738693170E+00,-166.4572631E-03,+3.0452261195E+00
+1.0117000E-03,+4.3423366582E+00,+4.7845477088E+00,-160.1758564E-03,+3.0452261195E+00
+1.0118000E-03,+4.3863065072E+00,+4.7738693170E+00,-156.4070120E-03,+3.0854271241E+00
+1.0119000E-03,+4.3718592711E+00,+4.7744974576E+00,-170.8542481E-03,+3.0847989834E+00
+1.0120000E-03,+4.3875627884E+00,+4.7738693170E+00,-146.3567608E-03,+3.0854271241E+00
+1.0121000E-03,+4.3718592711E+00,+4.7738693170E+00,-130.6532435E-03,+3.0546482300E+00
+1.0122000E-03,+4.3718592711E+00,+4.7738693170E+00,-130.6532435E-03,+3.0854271241E+00
+1.0123000E-03,+4.3718592711E+00,+4.7945979599E+00,-130.6532435E-03,+3.0854271241E+00
+1.0124000E-03,+4.3718592711E+00,+4.8096733366E+00,-130.6532435E-03,+3.0496231044E+00
+1.0125000E-03,+4.4120602757E+00,+4.7845477088E+00,-141.3316353E-03,+3.0559045112E+00
+1.0126000E-03,+4.3718592711E+00,+4.7996230855E+00,-156.4070120E-03,+3.0854271241E+00
+1.0127000E-03,+4.4114321351E+00,+4.8140703216E+00,-170.2261075E-03,+3.0854271241E+00
+1.0128000E-03,+4.3718592711E+00,+4.7983668043E+00,-130.6532435E-03,+3.0609296368E+00
+1.0129000E-03,+4.3718592711E+00,+4.8140703216E+00,-161.4321376E-03,+3.0760050135E+00
+1.0130000E-03,+4.3662060049E+00,+4.8084170554E+00,-130.6532435E-03,+3.0854271241E+00
+1.0131000E-03,+4.3718592711E+00,+4.7933416787E+00,-130.6532435E-03,+3.0854271241E+00
+1.0132000E-03,+4.3718592711E+00,+4.8140703216E+00,-130.6532435E-03,+3.0854271241E+00
+1.0133000E-03,+4.4013818839E+00,+4.7845477088E+00,-170.8542481E-03,+3.0452261195E+00
+1.0134000E-03,+4.3718592711E+00,+4.7996230855E+00,-130.6532435E-03,+3.0854271241E+00
+1.0135000E-03,+4.3718592711E+00,+4.8140703216E+00,-130.6532435E-03,+3.0458542601E+00
