x-axis,1,2,3,4,MATH1
+221.55000E-06,+4.25125625730E+00,+4.65326630324E+00,+70.35177946E-03,+3.96984922513E+00,+281.25000000E-03
+221.56000E-06,+4.25125625730E+00,+4.69346730784E+00,+70.35177946E-03,+3.96984922513E+00,+281.25000000E-03
+221.57000E-06,+4.27135675956E+00,+4.69346730784E+00,+70.35177946E-03,+3.96984922513E+00,+300.78124996E-03
+221.58000E-06,+4.25125625730E+00,+4.69346730784E+00,+70.35177946E-03,+3.96984922513E+00,+281.25000000E-03
+221.59000E-06,+4.25125625730E+00,+4.69346730784E+00,+70.35177946E-03,+3.98994972739E+00,+260.74218754E-03
+221.60000E-06,+4.27135675956E+00,+4.65326630324E+00,+70.35177946E-03,+3.98994972747E+00,+280.27343742E-03
+221.61000E-06,+4.25125625730E+00,+4.69346730784E+00,+110.55278406E-03,+3.96984922513E+00,+281.25000000E-03
+221.62000E-06,+4.45226128019E+00,+4.67336680550E+00,+4.91457283299E+00,+3.90954771813E+00,+541.99218754E-03
+221.63000E-06,+4.41206027567E+00,+4.73366831243E+00,+4.25125625730E+00,+3.96984922513E+00,+441.40625000E-03
+221.64000E-06,+4.29145726189E+00,+4.81407032162E+00,+4.49246228486E+00,+4.03015073207E+00,+260.74218746E-03
+221.65000E-06,+4.13065324351E+00,+4.73366831243E+00,+4.25125625730E+00,+3.96984922513E+00,+160.15625000E-03
+221.66000E-06,+4.29145726189E+00,+4.77386931702E+00,+4.41206027567E+00,+3.96984922513E+00,+320.31250000E-03
+221.67000E-06,+4.27135675955E+00,+4.73366831243E+00,+4.45226128027E+00,+3.94974872288E+00,+321.28906242E-03
+221.68000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.33165826648E+00,+3.96984922513E+00,+281.25000000E-03
+221.69000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.35175876882E+00,+3.96984922513E+00,+281.25000000E-03
+221.70000E-06,+4.25125625730E+00,+4.71356781009E+00,+4.41206027567E+00,+3.96984922513E+00,+281.25000000E-03
+221.71000E-06,+4.29145726189E+00,+4.69346730784E+00,+4.33165826648E+00,+3.94974872279E+00,+340.82031254E-03
+221.72000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.35175876874E+00,+3.96984922513E+00,+281.25000000E-03
+221.73000E-06,+4.25125625730E+00,+4.71356781009E+00,+4.41206027567E+00,+3.98994972739E+00,+260.74218755E-03
+221.74000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.37185927108E+00,+3.94974872279E+00,+300.78125004E-03
+221.75000E-06,+4.25125625730E+00,+4.75376881477E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+221.76000E-06,+4.27135675955E+00,+4.73366831243E+00,+4.41206027567E+00,+3.94974872288E+00,+321.28906241E-03
+221.77000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.35175876883E+00,+3.96984922513E+00,+281.25000000E-03
+221.78000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.33165826648E+00,+3.94974872279E+00,+300.78125005E-03
+221.79000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+221.80000E-06,+4.27135675954E+00,+4.73366831243E+00,+4.33165826648E+00,+3.96984922513E+00,+300.78124995E-03
+221.81000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.41206027567E+00,+3.94974872279E+00,+300.78125005E-03
+221.82000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.41206027567E+00,+3.96984922513E+00,+281.25000000E-03
+221.83000E-06,+4.27135675954E+00,+4.73366831243E+00,+4.37185927108E+00,+3.96984922513E+00,+300.78124995E-03
+221.84000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+221.85000E-06,+4.29145726189E+00,+4.73366831243E+00,+4.39195977343E+00,+3.96984922513E+00,+320.31250000E-03
+221.86000E-06,+4.25125625730E+00,+4.75376881468E+00,+4.35175876883E+00,+3.96984922513E+00,+281.25000000E-03
+221.87000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+221.88000E-06,+4.25125625730E+00,+4.75376881478E+00,+4.37185927108E+00,+3.94974872289E+00,+300.78124995E-03
+221.89000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+221.90000E-06,+4.23115575494E+00,+4.73366831243E+00,+4.37185927108E+00,+3.96984922513E+00,+260.74218745E-03
+221.91000E-06,+4.23115575505E+00,+4.77386931702E+00,+4.37185927108E+00,+3.96984922513E+00,+260.74218755E-03
+221.92000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.33165826648E+00,+3.94974872289E+00,+300.78124995E-03
+221.93000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.37185927108E+00,+3.98994972738E+00,+260.74218756E-03
+221.94000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+221.95000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.33165826648E+00,+3.96984922513E+00,+281.25000000E-03
+221.96000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+221.97000E-06,+4.23115575506E+00,+4.73366831243E+00,+4.41206027567E+00,+3.96984922513E+00,+260.74218756E-03
+221.98000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.37185927108E+00,+3.98994972749E+00,+260.74218744E-03
+221.99000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.35175876884E+00,+3.96984922513E+00,+281.25000000E-03
+222.00000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.37185927108E+00,+3.94974872289E+00,+300.78124994E-03
+222.01000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.35175876884E+00,+3.92964822054E+00,+320.31250000E-03
+222.02000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.35175876884E+00,+3.96984922513E+00,+281.25000000E-03
+222.03000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+222.04000E-06,+4.25125625730E+00,+4.81407032162E+00,+4.37185927108E+00,+3.92964822054E+00,+320.31250000E-03
+222.05000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.37185927108E+00,+3.98994972737E+00,+260.74218756E-03
+222.06000E-06,+4.25125625730E+00,+4.73366831243E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+222.07000E-06,+4.25125625730E+00,+4.75376881479E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+222.08000E-06,+4.27135675953E+00,+4.77386931702E+00,+4.37185927108E+00,+3.94974872290E+00,+321.28906238E-03
+222.09000E-06,+4.25125625730E+00,+4.77386931702E+00,+4.37185927108E+00,+3.96984922513E+00,+281.25000000E-03
+222.10000E-06,+4.25125625730E+00,+4.71356781020E+00,+4.33165826648E+00,+3.96984922513E+00,+281.25000000E-03
+222.11000E-06,+4.27135675966E+00,+4.77386931702E+00,+4.33165826648E+00,+3.96984922513E+00,+300.78125006E-03
+222.12000E-06,+1.59798995431E+00,+3.84924621187E+00,+150.75378904E-03,+3.16582913337E+00,-1.56933593737E+00
+222.13000E-06,+894.47237371E-03,+1.01507538750E+00,-10.05022973E-03,+1.71859296784E+00,-825.19531243E-03
+222.14000E-06,+793.96986216E-03,+874.37187135E-03,+10.05027263E-03,+1.57788945182E+00,-785.15625006E-03
+222.15000E-06,+713.56785297E-03,+854.27136912E-03,+211.05529561E-03,+1.53768844723E+00,-825.19531257E-03
+222.16000E-06,+552.76383460E-03,+753.76885757E-03,+30.15077487E-03,+1.35678392649E+00,-804.68750000E-03
+222.17000E-06,+653.26634615E-03,+713.56785297E-03,-10.05022973E-03,+1.43718593568E+00,-785.15624993E-03
+222.18000E-06,+633.16584378E-03,+793.96986216E-03,+110.55278406E-03,+1.43718593568E+00,-804.68750000E-03
+222.19000E-06,+592.96483919E-03,+753.76885757E-03,+30.15077487E-03,+1.39698493108E+00,-804.68750000E-03
+222.20000E-06,+633.16584378E-03,+773.86935993E-03,+30.15077487E-03,+1.43718593568E+00,-804.68750000E-03
+222.21000E-06,+613.06534142E-03,+773.86935980E-03,+70.35177946E-03,+1.39698493108E+00,-785.15625007E-03
+222.22000E-06,+633.16584378E-03,+793.96986216E-03,+90.45228169E-03,+1.43718593568E+00,-804.68750000E-03
+222.23000E-06,+633.16584378E-03,+793.96986216E-03,+70.35177946E-03,+1.43718593568E+00,-804.68750000E-03
+222.24000E-06,+613.06534142E-03,+753.76885757E-03,+70.35177946E-03,+1.41708543345E+00,-805.66406264E-03
+222.25000E-06,+633.16584378E-03,+793.96986216E-03,+90.45228183E-03,+1.45728643790E+00,-825.19531243E-03
+222.26000E-06,+613.06534156E-03,+793.96986216E-03,+30.15077487E-03,+1.39698493108E+00,-785.15624993E-03
+222.27000E-06,+592.96483919E-03,+793.96986216E-03,+70.35177946E-03,+1.45728643805E+00,-865.23437507E-03
+222.28000E-06,+633.16584378E-03,+753.76885757E-03,+70.35177946E-03,+1.43718593568E+00,-804.68750000E-03
+222.29000E-06,+592.96483919E-03,+773.86935994E-03,+70.35177946E-03,+1.43718593568E+00,-845.70312500E-03
+222.30000E-06,+633.16584378E-03,+793.96986216E-03,+110.55278406E-03,+1.45728643790E+00,-825.19531242E-03
+222.31000E-06,+613.06534141E-03,+793.96986216E-03,+70.35177946E-03,+1.43718593568E+00,-825.19531258E-03
+222.32000E-06,+633.16584378E-03,+793.96986216E-03,+70.35177946E-03,+1.43718593568E+00,-804.68750000E-03
+222.33000E-06,+633.16584378E-03,+773.86935994E-03,+70.35177946E-03,+1.41708543330E+00,-785.15624993E-03
+222.34000E-06,+592.96483919E-03,+793.96986216E-03,+70.35177946E-03,+1.43718593568E+00,-845.70312500E-03
+222.35000E-06,+633.16584378E-03,+773.86935979E-03,+30.15077487E-03,+1.43718593568E+00,-804.68750000E-03
+222.36000E-06,+592.96483919E-03,+753.76885757E-03,+70.35177946E-03,+1.43718593568E+00,-845.70312500E-03
+222.37000E-06,+633.16584378E-03,+793.96986216E-03,+90.45228168E-03,+1.43718593568E+00,-804.68750000E-03
+222.38000E-06,+592.96483919E-03,+773.86935994E-03,+70.35177946E-03,+1.43718593568E+00,-845.70312500E-03
+222.39000E-06,+613.06534157E-03,+753.76885757E-03,+110.55278406E-03,+1.43718593568E+00,-825.19531242E-03
+222.40000E-06,+633.16584378E-03,+753.76885757E-03,+90.45228184E-03,+1.39698493108E+00,-765.62500000E-03
+222.41000E-06,+633.16584378E-03,+793.96986216E-03,+90.45228184E-03,+1.43718593568E+00,-804.68750000E-03
+222.42000E-06,+633.16584378E-03,+753.76885757E-03,+70.35177946E-03,+1.41708543330E+00,-785.15624992E-03
+222.43000E-06,+633.16584378E-03,+753.76885757E-03,+70.35177946E-03,+1.43718593568E+00,-804.68750000E-03
+222.44000E-06,+633.16584378E-03,+773.86935978E-03,+70.35177946E-03,+1.47738694027E+00,-845.70312500E-03
+222.45000E-06,+633.16584378E-03,+793.96986216E-03,+70.35177946E-03,+1.43718593568E+00,-804.68750000E-03
+222.46000E-06,+653.26634616E-03,+793.96986216E-03,+110.55278406E-03,+1.43718593568E+00,-785.15624992E-03
+222.47000E-06,+633.16584378E-03,+773.86935978E-03,+90.45228184E-03,+1.43718593568E+00,-804.68750000E-03
+222.48000E-06,+633.16584378E-03,+753.76885757E-03,+110.55278406E-03,+1.43718593568E+00,-804.68750000E-03
+222.49000E-06,+673.36684838E-03,+753.76885757E-03,+70.35177946E-03,+1.41708543329E+00,-745.11718741E-03
+222.50000E-06,+633.16584378E-03,+773.86935995E-03,+70.35177946E-03,+1.43718593568E+00,-804.68750000E-03
+222.51000E-06,+633.16584378E-03,+753.76885757E-03,+70.35177946E-03,+1.43718593568E+00,-804.68750000E-03
+222.52000E-06,+633.16584378E-03,+753.76885757E-03,+90.45228167E-03,+1.43718593568E+00,-804.68750000E-03
+222.53000E-06,+653.26634600E-03,+753.76885757E-03,+110.55278406E-03,+1.43718593568E+00,-785.15625008E-03
+222.54000E-06,+633.16584378E-03,+793.96986216E-03,+110.55278406E-03,+1.43718593568E+00,-804.68750000E-03
+222.55000E-06,+653.26634617E-03,+753.76885757E-03,+110.55278406E-03,+1.43718593568E+00,-785.15624992E-03
+222.56000E-06,+653.26634599E-03,+773.86935995E-03,+70.35177946E-03,+1.43718593568E+00,-785.15625009E-03
+222.57000E-06,+633.16584378E-03,+773.86935978E-03,+70.35177946E-03,+1.43718593568E+00,-804.68750000E-03
+222.58000E-06,+633.16584378E-03,+753.76885757E-03,+70.35177946E-03,+1.41708543329E+00,-785.15624991E-03
+222.59000E-06,+633.16584378E-03,+753.76885757E-03,+30.15077487E-03,+1.43718593568E+00,-804.68750000E-03
+222.60000E-06,+633.16584378E-03,+753.76885757E-03,+70.35177946E-03,+1.43718593568E+00,-804.68750000E-03
+222.61000E-06,+613.06534158E-03,+773.86935978E-03,+70.35177946E-03,+1.43718593568E+00,-825.19531241E-03
+222.62000E-06,+814.07036437E-03,+492.46232761E-03,+4.79396981887E+00,+1.23618091252E+00,-422.85156241E-03
+222.63000E-06,+793.96986216E-03,+814.07036455E-03,+4.35175876887E+00,+1.45728643806E+00,-664.06250009E-03
+222.64000E-06,+633.16584378E-03,+834.17086676E-03,+4.47236178247E+00,+1.47738694027E+00,-845.70312500E-03
+222.65000E-06,+552.76383460E-03,+713.56785297E-03,+4.25125625730E+00,+1.39698493108E+00,-845.70312500E-03
+222.66000E-06,+673.36684838E-03,+793.96986216E-03,+4.39195977347E+00,+1.47738694027E+00,-804.68750000E-03
+222.67000E-06,+633.16584378E-03,+753.76885757E-03,+4.43216077788E+00,+1.43718593568E+00,-804.68750000E-03
+222.68000E-06,+633.16584378E-03,+793.96986216E-03,+4.33165826648E+00,+1.43718593568E+00,-804.68750000E-03
+222.69000E-06,+633.16584378E-03,+773.86935977E-03,+4.37185927108E+00,+1.47738694027E+00,-845.70312500E-03
+222.70000E-06,+633.16584378E-03,+753.76885757E-03,+4.41206027567E+00,+1.43718593568E+00,-804.68750000E-03
+222.71000E-06,+673.36684838E-03,+753.76885757E-03,+4.37185927108E+00,+1.45728643807E+00,-785.15625009E-03
+222.72000E-06,+633.16584378E-03,+753.76885757E-03,+4.37185927108E+00,+1.41708543347E+00,-785.15625009E-03
+222.73000E-06,+613.06534158E-03,+753.76885757E-03,+4.41206027567E+00,+1.43718593568E+00,-825.19531240E-03
+222.74000E-06,+653.26634618E-03,+733.66835537E-03,+4.33165826648E+00,+1.43718593568E+00,-785.15624991E-03
+222.75000E-06,+633.16584378E-03,+793.96986216E-03,+4.35175876888E+00,+1.43718593568E+00,-804.68750000E-03
+222.76000E-06,+633.16584378E-03,+753.76885757E-03,+4.41206027567E+00,+1.43718593568E+00,-804.68750000E-03
+222.77000E-06,+613.06534159E-03,+753.76885757E-03,+4.37185927108E+00,+1.47738694027E+00,-865.23437490E-03
+222.78000E-06,+633.16584378E-03,+773.86935996E-03,+4.37185927108E+00,+1.45728643807E+00,-825.19531260E-03
+222.79000E-06,+613.06534139E-03,+753.76885757E-03,+4.39195977348E+00,+1.45728643807E+00,-844.72656270E-03
+222.80000E-06,+633.16584378E-03,+753.76885757E-03,+4.33165826648E+00,+1.43718593568E+00,-804.68750000E-03
+222.81000E-06,+633.16584378E-03,+753.76885757E-03,+4.37185927108E+00,+1.43718593568E+00,-804.68750000E-03
+222.82000E-06,+592.96483919E-03,+753.76885757E-03,+4.39195977348E+00,+1.43718593568E+00,-845.70312500E-03
+222.83000E-06,+673.36684838E-03,+753.76885757E-03,+4.37185927108E+00,+1.43718593568E+00,-765.62500000E-03
+222.84000E-06,+613.06534159E-03,+793.96986216E-03,+4.37185927108E+00,+1.43718593568E+00,-825.19531240E-03
+222.85000E-06,+633.16584378E-03,+773.86935976E-03,+4.37185927108E+00,+1.43718593568E+00,-804.68750000E-03
+222.86000E-06,+633.16584378E-03,+793.96986216E-03,+4.37185927108E+00,+1.45728643787E+00,-825.19531239E-03
+222.87000E-06,+633.16584378E-03,+793.96986216E-03,+4.37185927108E+00,+1.45728643808E+00,-825.19531261E-03
+222.88000E-06,+633.16584378E-03,+753.76885757E-03,+4.37185927108E+00,+1.39698493108E+00,-765.62500000E-03
+222.89000E-06,+633.16584378E-03,+753.76885757E-03,+4.35175876889E+00,+1.43718593568E+00,-804.68750000E-03
+222.90000E-06,+633.16584378E-03,+733.66835517E-03,+4.37185927108E+00,+1.43718593568E+00,-804.68750000E-03
+222.91000E-06,+633.16584378E-03,+753.76885757E-03,+4.33165826648E+00,+1.43718593568E+00,-804.68750000E-03
+222.92000E-06,+633.16584378E-03,+753.76885757E-03,+4.37185927108E+00,+1.47738694027E+00,-845.70312500E-03
+222.93000E-06,+592.96483919E-03,+753.76885757E-03,+4.39195977327E+00,+1.43718593568E+00,-845.70312500E-03
+222.94000E-06,+633.16584378E-03,+773.86935997E-03,+4.37185927108E+00,+1.43718593568E+00,-804.68750000E-03
+222.95000E-06,+633.16584378E-03,+753.76885757E-03,+4.37185927108E+00,+1.43718593568E+00,-804.68750000E-03
+222.96000E-06,+633.16584378E-03,+753.76885757E-03,+4.37185927108E+00,+1.43718593568E+00,-804.68750000E-03
+222.97000E-06,+673.36684838E-03,+753.76885757E-03,+4.37185927108E+00,+1.41708543327E+00,-745.11718739E-03
+222.98000E-06,+633.16584378E-03,+753.76885757E-03,+4.33165826648E+00,+1.43718593568E+00,-804.68750000E-03
+222.99000E-06,+633.16584378E-03,+733.66835516E-03,+4.35175876867E+00,+1.43718593568E+00,-804.68750000E-03
+223.00000E-06,+613.06534138E-03,+773.86935998E-03,+4.35175876867E+00,+1.43718593568E+00,-825.19531261E-03
+223.01000E-06,+673.36684838E-03,+793.96986216E-03,+4.37185927108E+00,+1.47738694027E+00,-804.68750000E-03
+223.02000E-06,+633.16584378E-03,+793.96986216E-03,+4.37185927108E+00,+1.47738694027E+00,-845.70312500E-03
+223.03000E-06,+592.96483919E-03,+733.66835516E-03,+4.37185927108E+00,+1.43718593568E+00,-845.70312500E-03
+223.04000E-06,+653.26634597E-03,+753.76885757E-03,+4.33165826648E+00,+1.43718593568E+00,-785.15625011E-03
+223.05000E-06,+673.36684838E-03,+793.96986216E-03,+4.37185927108E+00,+1.45728643786E+00,-785.15624989E-03
+223.06000E-06,+633.16584378E-03,+753.76885757E-03,+4.37185927108E+00,+1.43718593568E+00,-804.68750000E-03
+223.07000E-06,+633.16584378E-03,+773.86935975E-03,+4.37185927108E+00,+1.45728643809E+00,-825.19531262E-03
+223.08000E-06,+633.16584378E-03,+773.86935975E-03,+4.35175876867E+00,+1.47738694027E+00,-845.70312500E-03
+223.09000E-06,+633.16584378E-03,+773.86935975E-03,+4.37185927108E+00,+1.43718593568E+00,-804.68750000E-03
+223.10000E-06,+653.26634620E-03,+793.96986216E-03,+4.35175876867E+00,+1.45728643809E+00,-804.68750000E-03
+223.11000E-06,+653.26634597E-03,+753.76885757E-03,+4.39195977349E+00,+1.43718593568E+00,-785.15625011E-03
+223.12000E-06,+2.96482411027E+00,+2.08040200896E+00,-190.95474982E-03,+2.74371858488E+00,+219.72656262E-03
+223.13000E-06,+3.46733666782E+00,+2.62311557110E+00,+90.45228164E-03,+3.26633164461E+00,+200.19531273E-03
