x-axis,1,2,3,4
+1.1963020000E-03,+4.8165828842304E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8819095384695E+00
+1.1963025000E-03,+4.8542713262141E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8442210964859E+00
+1.1963030000E-03,+4.8316582613152E+00,+4.8718592659098E+00,-67.8391740185E-03,+2.8442210964859E+00
+1.1963035000E-03,+4.8140703216195E+00,+4.8869346422569E+00,-50.2512343228E-03,+2.8442210964859E+00
+1.1963040000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-52.7637969150E-03,+2.8844221010804E+00
+1.1963045000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963050000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963055000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963060000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963065000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-77.8894251997E-03,+2.8844221010804E+00
+1.1963070000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963075000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8517587850748E+00
+1.1963080000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8442210964859E+00
+1.1963085000E-03,+4.7864321307239E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8442210964859E+00
+1.1963090000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8668341613288E+00
+1.1963095000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963100000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963105000E-03,+4.8266331352999E+00,+4.8944723308086E+00,-77.8894252370E-03,+2.8844221010804E+00
+1.1963110000E-03,+4.8316582613897E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963115000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-82.9145502911E-03,+2.8844221010804E+00
+1.1963120000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-92.9648014351E-03,+2.8844221010804E+00
+1.1963125000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-130.6532435119E-03,+2.8844221010804E+00
+1.1963130000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-108.0401787062E-03,+2.8844221010804E+00
+1.1963135000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963140000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963145000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-62.8140479659E-03,+2.8844221010804E+00
+1.1963150000E-03,+4.8366833864066E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963155000E-03,+4.8216080102830E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963160000E-03,+4.8115577591390E+00,+4.8567838886946E+00,-87.9396764369E-03,+2.8844221010804E+00
+1.1963165000E-03,+4.7864321306494E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963170000E-03,+4.8140703216195E+00,+4.9170853955771E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963175000E-03,+4.7814070057071E+00,+4.9020100194908E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963180000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-52.7637967846E-03,+2.8844221010804E+00
+1.1963185000E-03,+4.7864321306308E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963190000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963195000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963200000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963205000E-03,+4.7738693170250E+00,+4.8819095172214E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963210000E-03,+4.7964823817561E+00,+4.8768843909453E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963215000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-82.9145501980E-03,+2.8517587852053E+00
+1.1963220000E-03,+4.8140703216195E+00,+4.8919597683840E+00,-90.4522389174E-03,+2.8467336589105E+00
+1.1963225000E-03,+4.8140703216195E+00,+4.8668341397827E+00,-77.8894253488E-03,+2.8844221010804E+00
+1.1963230000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963235000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963240000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963245000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-62.8140478727E-03,+2.8844221010804E+00
+1.1963250000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963255000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963260000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963265000E-03,+4.8015075080882E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963270000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963275000E-03,+4.8065326328442E+00,+4.8944723308086E+00,-82.9145501421E-03,+2.8844221010804E+00
+1.1963280000E-03,+4.8165828839882E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8467336588546E+00
+1.1963285000E-03,+4.8542713262141E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963290000E-03,+4.8316582615574E+00,+4.8944723308086E+00,-67.8391742607E-03,+2.8844221010804E+00
+1.1963295000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963300000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963305000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8718592875864E+00
+1.1963310000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-72.8642989608E-03,+2.8442210964859E+00
+1.1963315000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8768844122679E+00
+1.1963320000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963325000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-77.8894254419E-03,+2.8844221010804E+00
+1.1963330000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963335000E-03,+4.8140703216195E+00,+4.8618090150452E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963340000E-03,+4.8140703216195E+00,+4.8567838885269E+00,-52.7637966356E-03,+2.8819095387676E+00
+1.1963345000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8442210964859E+00
+1.1963350000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8668341610867E+00
+1.1963355000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-57.7889231726E-03,+2.8844221010804E+00
+1.1963360000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963365000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963370000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963375000E-03,+4.8140703216195E+00,+4.8618090150825E+00,-82.9145500489E-03,+2.8844221010804E+00
+1.1963380000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-92.9648011929E-03,+2.8844221010804E+00
+1.1963385000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-118.0904300924E-03,+2.8844221010804E+00
+1.1963390000E-03,+4.7914572570560E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963395000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-57.7889232098E-03,+2.8844221010804E+00
+1.1963400000E-03,+4.7738693170250E+00,+4.8542713262141E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963405000E-03,+4.7864321304259E+00,+4.8542713262141E+00,-90.4522389174E-03,+2.8718592876795E+00
+1.1963410000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-90.4522389174E-03,+2.8442210964859E+00
+1.1963415000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-90.4522389174E-03,+2.8768844121748E+00
+1.1963420000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963425000E-03,+4.8140703216195E+00,+4.8668341395964E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963430000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963435000E-03,+4.7814070059492E+00,+4.8944723308086E+00,-82.9145499931E-03,+2.8844221010804E+00
+1.1963440000E-03,+4.8115577593998E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963445000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963450000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963455000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-57.7889232657E-03,+2.8844221010804E+00
+1.1963460000E-03,+4.7738693170250E+00,+4.8919597686076E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963465000E-03,+4.7864321303700E+00,+4.8668341395591E+00,-62.8140476678E-03,+2.8844221010804E+00
+1.1963470000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963475000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963480000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-87.9396767349E-03,+2.8844221010804E+00
+1.1963485000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963490000E-03,+4.8140703216195E+00,+4.8768843906845E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963495000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963500000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.9246231056750E+00
+1.1963505000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-62.8140476306E-03,+2.9120602923672E+00
+1.1963510000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963515000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-57.7889233216E-03,+2.8844221010804E+00
+1.1963520000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963525000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-62.8140476119E-03,+2.8844221010804E+00
+1.1963530000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8618090366473E+00
+1.1963535000E-03,+4.8065326326021E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8442210964859E+00
+1.1963540000E-03,+4.8140703216195E+00,+4.8919597686821E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963545000E-03,+4.8140703216195E+00,+4.8668341394846E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963550000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963555000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963560000E-03,+4.8115577595116E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.9246231056750E+00
+1.1963565000E-03,+4.7864321302768E+00,+4.8944723308086E+00,-62.8140475747E-03,+2.9246231056750E+00
+1.1963570000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.9246231056750E+00
+1.1963575000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.9246231056750E+00
+1.1963580000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963585000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963590000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963595000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-82.9145498440E-03,+2.8844221010804E+00
+1.1963600000E-03,+4.8140703216195E+00,+4.8919597687380E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963605000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-77.8894257027E-03,+2.8844221010804E+00
+1.1963610000E-03,+4.8140703216195E+00,+4.8768843905727E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963615000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963620000E-03,+4.8115577595675E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963625000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-62.8140475188E-03,+2.8844221010804E+00
+1.1963630000E-03,+4.7738693170250E+00,+4.8718592664686E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963635000E-03,+4.8065326325089E+00,+4.8869346416981E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963640000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-87.9396768839E-03,+2.8844221010804E+00
+1.1963645000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963650000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963655000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963660000E-03,+4.8140703216195E+00,+4.8919597687939E+00,-52.7637963376E-03,+2.8819095390656E+00
+1.1963665000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-90.4522389174E-03,+2.8567839096446E+00
+1.1963670000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963675000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963680000E-03,+4.8140703216195E+00,+4.8567838882102E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963685000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963690000E-03,+4.7914572573354E+00,+4.8944723308086E+00,-72.8642986069E-03,+2.8844221010804E+00
+1.1963695000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963700000E-03,+4.7763818790025E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963705000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8718592879589E+00
+1.1963710000E-03,+4.8140703216195E+00,+4.8718592665432E+00,-67.8391746519E-03,+2.8442210964859E+00
+1.1963715000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8442210964859E+00
+1.1963720000E-03,+4.8140703216195E+00,+4.8567838881730E+00,-52.7637962817E-03,+2.8442210964859E+00
+1.1963725000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8442210964859E+00
+1.1963730000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8668341607327E+00
+1.1963735000E-03,+4.8140703216195E+00,+4.8618090154178E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963740000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963745000E-03,+4.8140703216195E+00,+4.8668341392983E+00,-62.8140474070E-03,+2.8844221010804E+00
+1.1963750000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963755000E-03,+4.7814070062473E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963760000E-03,+4.7763818789466E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963765000E-03,+4.8140703216195E+00,+4.8819095177430E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963770000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-67.8391747077E-03,+2.8844221010804E+00
+1.1963775000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963780000E-03,+4.7763818789280E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963785000E-03,+4.8140703216195E+00,+4.8819095177617E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963790000E-03,+4.8366833858105E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8618090368894E+00
+1.1963795000E-03,+4.8542713262141E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8768844118208E+00
+1.1963800000E-03,+4.8140703216195E+00,+4.8567838880985E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963805000E-03,+4.8015075085912E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963810000E-03,+4.7738693170250E+00,+4.9170853949810E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963815000E-03,+4.7738693170250E+00,+4.9346733354032E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963820000E-03,+4.7763818788907E+00,+4.8944723308086E+00,-52.7637961885E-03,+2.8844221010804E+00
+1.1963825000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963830000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963835000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-57.7889236196E-03,+2.8517587857827E+00
+1.1963840000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8442210964859E+00
+1.1963845000E-03,+4.8140703216195E+00,+4.8819095178175E+00,-50.2512343228E-03,+2.8442210964859E+00
+1.1963850000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8442210964859E+00
+1.1963855000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8442210964859E+00
+1.1963860000E-03,+4.8115577597910E+00,+4.8567838880426E+00,-50.2512343228E-03,+2.8467336583144E+00
+1.1963865000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963870000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963875000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963880000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963885000E-03,+4.7864321299788E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963890000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-72.8642984206E-03,+2.8844221010804E+00
+1.1963895000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963900000E-03,+4.8140703216195E+00,+4.8919597690174E+00,-50.2512343228E-03,+2.8442210964859E+00
+1.1963905000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8442210964859E+00
+1.1963910000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8668341605651E+00
+1.1963915000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963920000E-03,+4.8140703216195E+00,+4.8919597690360E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963925000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1963930000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-67.8391748568E-03,+2.8844221010804E+00
+1.1963935000E-03,+4.8140703216195E+00,+4.8542713262141E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963940000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963945000E-03,+4.8015075087215E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8969849139784E+00
+1.1963950000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.9020100416330E+00
+1.1963955000E-03,+4.8065326322109E+00,+4.8944723308086E+00,-82.9145495087E-03,+2.9170854162664E+00
+1.1963960000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-87.9396771820E-03,+2.8844221010804E+00
+1.1963965000E-03,+4.8140703216195E+00,+4.8819095179293E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963970000E-03,+4.7914572575962E+00,+4.8768843902374E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963975000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1963980000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8819095393637E+00
+1.1963985000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8442210964859E+00
+1.1963990000E-03,+4.7914572576148E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8442210964859E+00
+1.1963995000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-82.9145494715E-03,+2.8768844116345E+00
+1.1964000000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1964005000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-77.8894260753E-03,+2.8844221010804E+00
+1.1964010000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1964015000E-03,+4.8065326321550E+00,+4.8618090156786E+00,-82.9145494528E-03,+2.8844221010804E+00
+1.1964020000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
+1.1964025000E-03,+4.8015075087961E+00,+4.8944723308086E+00,-77.8894260939E-03,+2.8844221010804E+00
+1.1964030000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1964035000E-03,+4.7738693170250E+00,+4.8944723308086E+00,-50.2512343228E-03,+2.8844221010804E+00
+1.1964040000E-03,+4.8140703216195E+00,+4.8944723308086E+00,-90.4522389174E-03,+2.8844221010804E+00
