x-axis,SCL1,3
+1.41130E-03,+4.65326630E+00,-28.20552E-03
+1.41230E-03,+4.65326630E+00,-10.05023E-03
+1.41330E-03,+4.65196950E+00,-48.95443E-03
+1.41430E-03,+4.65326630E+00,-50.25123E-03
+1.41530E-03,+4.65326630E+00,-30.79914E-03
+1.41630E-03,+4.65326630E+00,+4.60269085E+00
+1.41730E-03,+4.65326630E+00,+4.53266329E+00
+1.41830E-03,+4.65326630E+00,+4.58323875E+00
+1.41930E-03,+4.65326630E+00,+4.57286429E+00
+1.42030E-03,+4.65326630E+00,+4.61306530E+00
+1.42130E-03,+4.65326630E+00,-10.05023E-03
+1.42230E-03,+4.65326630E+00,-38.57997E-03
+1.42330E-03,+4.65326630E+00,-28.20552E-03
+1.42430E-03,+4.65326630E+00,-50.25123E-03
+1.42530E-03,+4.65326630E+00,-50.25123E-03
+1.42630E-03,+4.65326630E+00,+4.58583236E+00
+1.42730E-03,+4.65326630E+00,+4.59620681E+00
+1.42830E-03,+4.65326630E+00,+4.57286429E+00
+1.42930E-03,+4.65326630E+00,+4.60917488E+00
+1.43030E-03,+4.66753118E+00,+4.59880043E+00
+1.43130E-03,+4.65326630E+00,-50.25123E-03
+1.43230E-03,+4.65326630E+00,-45.06401E-03
+1.43330E-03,+4.65326630E+00,-45.06401E-03
+1.43430E-03,+4.65326630E+00,-50.25123E-03
+1.43530E-03,+4.65326630E+00,-10.05023E-03
+1.43630E-03,+4.65326630E+00,+4.57286429E+00
+1.43730E-03,+4.65326630E+00,+4.57286429E+00
+1.43830E-03,+4.65326630E+00,+4.57286429E+00
+1.43930E-03,+4.65326630E+00,+4.58583236E+00
+1.44030E-03,+4.65326630E+00,+4.57286429E+00
+1.44130E-03,+1.03517589E+00,-10.05023E-03
+1.44230E-03,+1.03517589E+00,-28.20552E-03
+1.44330E-03,+1.06370563E+00,-10.05023E-03
+1.44430E-03,+1.07537689E+00,-50.25123E-03
+1.44530E-03,+1.06629925E+00,-41.17359E-03
+1.44630E-03,+1.07537689E+00,+4.57286429E+00
+1.44730E-03,+1.06500244E+00,+4.57286429E+00
+1.44830E-03,+1.07537689E+00,+4.57286429E+00
+1.44930E-03,+1.04555034E+00,+4.57286429E+00
+1.45030E-03,+1.05592480E+00,+4.57286429E+00
+1.45130E-03,+1.03517589E+00,-41.17359E-03
+1.45230E-03,+1.03517589E+00,-48.95443E-03
+1.45330E-03,+1.03517589E+00,-21.72149E-03
+1.45430E-03,+1.05333118E+00,-32.09594E-03
+1.45530E-03,+1.06759605E+00,-17.83107E-03
+1.45630E-03,+1.03517589E+00,+4.53266329E+00
+1.45730E-03,+1.06240883E+00,+4.57286429E+00
+1.45830E-03,+1.07537689E+00,+4.54952178E+00
+1.45930E-03,+1.04165992E+00,+4.53266329E+00
+1.46030E-03,+1.03906631E+00,+4.53266329E+00
+1.46130E-03,+1.07537689E+00,-50.25123E-03
+1.46230E-03,+1.03517589E+00,-34.68956E-03
+1.46330E-03,+1.07537689E+00,-15.23746E-03
+1.46430E-03,+1.03517589E+00,-10.05023E-03
+1.46530E-03,+1.03517589E+00,-10.05023E-03
+1.46630E-03,+1.07537689E+00,+4.54692816E+00
+1.46730E-03,+1.07148647E+00,+4.53266329E+00
+1.46830E-03,+1.06889286E+00,+4.53266329E+00
+1.46930E-03,+1.05851841E+00,+4.50932077E+00
+1.47030E-03,+1.03517589E+00,+4.49246228E+00
+1.47130E-03,+1.03776950E+00,-12.64384E-03
+1.47230E-03,+1.06759605E+00,-50.25123E-03
+1.47330E-03,+1.03517589E+00,-28.20552E-03
+1.47430E-03,+1.03517589E+00,-10.05023E-03
+1.47530E-03,+1.03517589E+00,-50.25123E-03
+1.47630E-03,+1.06629925E+00,+4.53266329E+00
+1.47730E-03,+1.03517589E+00,+4.49246228E+00
+1.47830E-03,+1.03517589E+00,+4.49246228E+00
+1.47930E-03,+1.03517589E+00,+4.57286429E+00
+1.48030E-03,+1.03517589E+00,+4.50283674E+00
+1.48130E-03,+1.03517589E+00,-10.05023E-03
+1.48230E-03,+1.06629925E+00,-41.17359E-03
+1.48330E-03,+1.03647270E+00,-48.95443E-03
+1.48430E-03,+1.07537689E+00,-21.72149E-03
+1.48530E-03,+1.03517589E+00,-32.09594E-03
+1.48630E-03,+1.06759605E+00,+4.49246228E+00
+1.48730E-03,+1.03517589E+00,+4.49246228E+00
+1.48830E-03,+1.03517589E+00,+4.51969522E+00
+1.48930E-03,+1.03517589E+00,+4.49246228E+00
+1.49030E-03,+1.03517589E+00,+4.49246228E+00
+1.49130E-03,+1.07148647E+00,-10.05023E-03
+1.49230E-03,+1.04944076E+00,-24.31510E-03
+1.49330E-03,+1.03517589E+00,-34.68956E-03
+1.49430E-03,+1.03517589E+00,-45.06401E-03
+1.49530E-03,+1.03517589E+00,-15.23746E-03
+1.49630E-03,+1.03517589E+00,+4.47690061E+00
+1.49730E-03,+1.03517589E+00,+4.49246228E+00
+1.49830E-03,+1.07148647E+00,+4.49246228E+00
+1.49930E-03,+1.03517589E+00,+4.49246228E+00
+1.50030E-03,+1.03517589E+00,+4.49246228E+00
+1.50130E-03,+1.03517589E+00,-10.05023E-03
+1.50230E-03,+1.03517589E+00,-10.05023E-03
+1.50330E-03,+1.03517589E+00,-10.05023E-03
+1.50430E-03,+1.03517589E+00,-28.20552E-03
+1.50530E-03,+1.07537689E+00,-10.05023E-03
+1.50630E-03,+1.07408009E+00,+4.45355809E+00
+1.50730E-03,+1.03517589E+00,+4.46133893E+00
+1.50830E-03,+1.05462799E+00,+4.47301019E+00
+1.50930E-03,+1.03517589E+00,+4.45226128E+00
+1.51030E-03,+1.03517589E+00,+4.45226128E+00
+1.51130E-03,+1.03517589E+00,-10.05023E-03
+1.51230E-03,+1.03517589E+00,-29.50233E-03
+1.51330E-03,+1.03517589E+00,-41.17359E-03
+1.51430E-03,+1.03647270E+00,-11.34704E-03
+1.51530E-03,+1.03517589E+00,-50.25123E-03
+1.51630E-03,+1.03517589E+00,+4.45226128E+00
+1.51730E-03,+1.06759605E+00,+4.45226128E+00
+1.51830E-03,+1.07278328E+00,+4.45226128E+00
+1.51930E-03,+1.03517589E+00,+4.45226128E+00
+1.52030E-03,+1.03517589E+00,+4.45226128E+00
+1.52130E-03,+1.03517589E+00,-50.25123E-03
+1.52230E-03,+1.03517589E+00,-10.05023E-03
+1.52330E-03,+1.03517589E+00,-50.25123E-03
+1.52430E-03,+1.03517589E+00,-10.05023E-03
+1.52530E-03,+1.07537689E+00,-15.23746E-03
+1.52630E-03,+1.03517589E+00,+4.45226128E+00
+1.52730E-03,+1.03517589E+00,+4.45226128E+00
+1.52830E-03,+1.03517589E+00,+4.45226128E+00
+1.52930E-03,+1.03517589E+00,+4.45226128E+00
+1.53030E-03,+1.03517589E+00,+4.44577725E+00
+1.53130E-03,+1.03517589E+00,-26.90872E-03
+1.53230E-03,+1.04814396E+00,-23.01830E-03
+1.53330E-03,+1.03517589E+00,-47.65762E-03
+1.53430E-03,+1.06759605E+00,-10.05023E-03
+1.53530E-03,+1.03517589E+00,-10.05023E-03
+1.53630E-03,+1.03517589E+00,+4.42373154E+00
+1.53730E-03,+1.03517589E+00,+4.45226128E+00
+1.53830E-03,+1.03517589E+00,+4.44318363E+00
+1.53930E-03,+1.03517589E+00,+4.43151237E+00
+1.54030E-03,+1.03517589E+00,+4.44188683E+00
+1.54130E-03,+1.03517589E+00,-50.25123E-03
+1.54230E-03,+1.03517589E+00,-20.42468E-03
+1.54330E-03,+1.03517589E+00,-29.50233E-03
+1.54430E-03,+1.03517589E+00,-19.12788E-03
+1.54530E-03,+1.03517589E+00,-10.05023E-03
+1.54630E-03,+1.03517589E+00,+4.44059002E+00
+1.54730E-03,+1.03517589E+00,+4.43021557E+00
+1.54830E-03,+1.03517589E+00,+4.44448044E+00
+1.54930E-03,+1.03517589E+00,+4.41465389E+00
+1.55030E-03,+1.03517589E+00,+4.41206028E+00
+1.55130E-03,+1.03517589E+00,-10.05023E-03
+1.55230E-03,+1.03517589E+00,-10.05023E-03
+1.55330E-03,+1.03517589E+00,-10.05023E-03
+1.55430E-03,+1.04944076E+00,-24.31510E-03
+1.55530E-03,+1.03517589E+00,-25.61191E-03
+1.55630E-03,+1.03517589E+00,+4.41206028E+00
+1.55730E-03,+1.03517589E+00,+4.41206028E+00
+1.55830E-03,+1.03517589E+00,+4.42762195E+00
+1.55930E-03,+1.03517589E+00,+4.42632515E+00
+1.56030E-03,+1.03517589E+00,+4.41595070E+00
+1.56130E-03,+1.03517589E+00,-10.05023E-03
+1.56230E-03,+1.05203438E+00,-10.05023E-03
+1.56330E-03,+1.03517589E+00,-10.05023E-03
+1.56430E-03,+1.03517589E+00,-47.65762E-03
+1.56530E-03,+1.03517589E+00,-17.83107E-03
+1.56630E-03,+1.03517589E+00,+4.41206028E+00
+1.56730E-03,+1.03517589E+00,+4.41206028E+00
+1.56830E-03,+1.03517589E+00,+4.45226128E+00
+1.56930E-03,+1.03517589E+00,+4.42113792E+00
+1.57030E-03,+1.05592480E+00,+4.41206028E+00
+1.57130E-03,+1.03517589E+00,-10.05023E-03
+1.57230E-03,+1.07537689E+00,-10.05023E-03
+1.57330E-03,+1.03517589E+00,-20.42468E-03
+1.57430E-03,+1.03517589E+00,-10.05023E-03
+1.57530E-03,+1.03517589E+00,-41.17359E-03
+1.57630E-03,+1.03517589E+00,+4.41335708E+00
+1.57730E-03,+1.03517589E+00,+4.40038902E+00
+1.57830E-03,+1.03517589E+00,+4.43021557E+00
+1.57930E-03,+1.03517589E+00,+4.41206028E+00
+1.58030E-03,+1.03776950E+00,+4.41465389E+00
+1.58130E-03,+1.06240883E+00,-23.01830E-03
+1.58230E-03,+1.05203438E+00,-26.90872E-03
+1.58330E-03,+1.03517589E+00,-43.76720E-03
+1.58430E-03,+1.03517589E+00,-10.05023E-03
+1.58530E-03,+1.03517589E+00,-10.05023E-03
+1.58630E-03,+1.03517589E+00,+4.41206028E+00
+1.58730E-03,+1.03517589E+00,+4.40687305E+00
+1.58830E-03,+1.03517589E+00,+4.41206028E+00
+1.58930E-03,+1.03517589E+00,+4.39649860E+00
+1.59030E-03,+1.03517589E+00,+4.38612414E+00
+1.59130E-03,+1.03517589E+00,-46.36081E-03
+1.59230E-03,+1.03517589E+00,-16.53426E-03
+1.59330E-03,+1.03517589E+00,-33.39275E-03
+1.59430E-03,+1.03517589E+00,-23.01830E-03
+1.59530E-03,+1.03517589E+00,-50.25123E-03
+1.59630E-03,+1.03517589E+00,+4.41206028E+00
+1.59730E-03,+1.03517589E+00,+4.41206028E+00
+1.59830E-03,+1.06370563E+00,+4.41206028E+00
+1.59930E-03,+1.03517589E+00,+4.41206028E+00
+1.60030E-03,+1.03517589E+00,+4.41206028E+00
+1.60130E-03,+4.49246228E+00,-10.05023E-03
+1.60230E-03,+4.49246228E+00,-10.05023E-03
+1.60330E-03,+4.53266329E+00,-10.05023E-03
+1.60430E-03,+4.49246228E+00,-50.25123E-03
+1.60530E-03,+4.49246228E+00,-10.05023E-03
+1.60630E-03,+4.49246228E+00,+4.41206028E+00
+1.60730E-03,+4.49246228E+00,+4.41206028E+00
+1.60830E-03,+4.49246228E+00,+4.41206028E+00
+1.60930E-03,+4.53266329E+00,+4.41206028E+00
+1.61030E-03,+4.52488245E+00,+4.41984112E+00
+1.61130E-03,+1.03517589E+00,-47.65762E-03
+1.61230E-03,+1.03517589E+00,-37.28317E-03
+1.61330E-03,+1.03517589E+00,-10.05023E-03
+1.61430E-03,+1.03517589E+00,-16.53426E-03
+1.61530E-03,+1.07148647E+00,-10.05023E-03
+1.61630E-03,+1.04944076E+00,+4.42632515E+00
+1.61730E-03,+1.03517589E+00,+4.42762195E+00
+1.61830E-03,+1.04036312E+00,+4.41206028E+00
+1.61930E-03,+1.07018967E+00,+4.45226128E+00
+1.62030E-03,+1.05981522E+00,+4.41206028E+00
+1.62130E-03,+4.49246228E+00,-24.31510E-03
+1.62230E-03,+4.53266329E+00,-13.94065E-03
+1.62330E-03,+4.49894632E+00,-10.05023E-03
+1.62430E-03,+4.51580480E+00,-50.25123E-03
+1.62530E-03,+4.53266329E+00,-10.05023E-03
+1.62630E-03,+4.53266329E+00,+4.41206028E+00
+1.62730E-03,+4.53266329E+00,+4.45226128E+00
+1.62830E-03,+4.51450800E+00,+4.45226128E+00
+1.62930E-03,+4.53266329E+00,+4.45226128E+00
+1.63030E-03,+4.49375909E+00,+4.41206028E+00
+1.63130E-03,+1.03517589E+00,-10.05023E-03
+1.63230E-03,+1.05462799E+00,-10.05023E-03
+1.63330E-03,+1.03517589E+00,-10.05023E-03
+1.63430E-03,+1.03517589E+00,-10.05023E-03
+1.63530E-03,+1.03517589E+00,-10.05023E-03
+1.63630E-03,+1.03517589E+00,+4.45226128E+00
+1.63730E-03,+1.04425354E+00,+4.45226128E+00
+1.63830E-03,+1.03517589E+00,+4.45226128E+00
+1.63930E-03,+1.06370563E+00,+4.45226128E+00
+1.64030E-03,+1.03517589E+00,+4.43410599E+00
+1.64130E-03,+1.03517589E+00,-50.25123E-03
+1.64230E-03,+1.03517589E+00,-50.25123E-03
+1.64330E-03,+1.03517589E+00,-10.05023E-03
+1.64430E-03,+1.03517589E+00,-33.39275E-03
+1.64530E-03,+1.03517589E+00,-16.53426E-03
+1.64630E-03,+1.07148647E+00,+4.44837086E+00
+1.64730E-03,+1.03517589E+00,+4.41206028E+00
+1.64830E-03,+1.05073757E+00,+4.45226128E+00
+1.64930E-03,+1.03517589E+00,+4.41724750E+00
+1.65030E-03,+1.03517589E+00,+4.41724750E+00
+1.65130E-03,+4.53266329E+00,-25.61191E-03
+1.65230E-03,+4.51839842E+00,-50.25123E-03
+1.65330E-03,+4.52877287E+00,-10.05023E-03
+1.65430E-03,+4.53266329E+00,-50.25123E-03
+1.65530E-03,+4.51580480E+00,-10.05023E-03
+1.65630E-03,+4.50543035E+00,+4.43929321E+00
+1.65730E-03,+4.53266329E+00,+4.45226128E+00
+1.65830E-03,+4.53266329E+00,+4.45226128E+00
+1.65930E-03,+4.51061758E+00,+4.45226128E+00
+1.66030E-03,+4.53266329E+00,+4.44059002E+00
+1.66130E-03,+1.03517589E+00,-11.34704E-03
+1.66230E-03,+1.03517589E+00,-50.25123E-03
+1.66330E-03,+1.05592480E+00,-10.05023E-03
+1.66430E-03,+1.03517589E+00,-20.42468E-03
+1.66530E-03,+1.03517589E+00,-10.05023E-03
+1.66630E-03,+1.03517589E+00,+4.44188683E+00
+1.66730E-03,+1.03517589E+00,+4.45226128E+00
+1.66830E-03,+1.03517589E+00,+4.42113792E+00
+1.66930E-03,+1.03517589E+00,+4.45226128E+00
+1.67030E-03,+1.06370563E+00,+4.44059002E+00
+1.67130E-03,+4.53266329E+00,-10.05023E-03
+1.67230E-03,+4.53266329E+00,-42.47039E-03
+1.67330E-03,+4.53266329E+00,-50.25123E-03
+1.67430E-03,+4.53266329E+00,-23.01830E-03
+1.67530E-03,+4.53266329E+00,-10.05023E-03
+1.67630E-03,+4.53266329E+00,+4.45226128E+00
+1.67730E-03,+4.53655371E+00,+4.45226128E+00
+1.67830E-03,+4.55859942E+00,+4.45226128E+00
+1.67930E-03,+4.51710161E+00,+4.45226128E+00
+1.68030E-03,+4.53266329E+00,+4.45226128E+00
+1.68130E-03,+4.85427133E+00,-10.05023E-03
+1.68230E-03,+4.85427133E+00,-25.61191E-03
+1.68330E-03,+4.85427133E+00,-50.25123E-03
+1.68430E-03,+4.85427133E+00,-10.05023E-03
+1.68530E-03,+4.85427133E+00,-43.76720E-03
+1.68630E-03,+4.85427133E+00,+4.45226128E+00
+1.68730E-03,+4.88150426E+00,+4.45226128E+00
+1.68830E-03,+4.89447233E+00,+4.45226128E+00
+1.68930E-03,+4.89447233E+00,+4.45226128E+00
+1.69030E-03,+4.89447233E+00,+4.45226128E+00
+1.69130E-03,+4.89447233E+00,-38.57997E-03
+1.69230E-03,+4.89447233E+00,-10.05023E-03
+1.69330E-03,+4.86334897E+00,-10.05023E-03
+1.69430E-03,+4.89447233E+00,-50.25123E-03
+1.69530E-03,+4.89447233E+00,-10.05023E-03
+1.69630E-03,+4.89447233E+00,+4.45226128E+00
+1.69730E-03,+4.89447233E+00,+4.45226128E+00
+1.69830E-03,+4.87372343E+00,+4.45226128E+00
+1.69930E-03,+4.89447233E+00,+4.45226128E+00
+1.70030E-03,+4.89447233E+00,+4.45226128E+00
+1.70130E-03,+4.88280107E+00,-38.57997E-03
+1.70230E-03,+4.87242662E+00,-10.05023E-03
+1.70330E-03,+4.86205217E+00,-50.25123E-03
+1.70430E-03,+4.89187872E+00,-50.25123E-03
+1.70530E-03,+4.89447233E+00,-23.01830E-03
+1.70630E-03,+4.87761384E+00,+4.45226128E+00
+1.70730E-03,+4.86075536E+00,+4.44577725E+00
+1.70830E-03,+4.89447233E+00,+4.48857187E+00
+1.70930E-03,+4.89447233E+00,+4.45226128E+00
+1.71030E-03,+4.89447233E+00,+4.45226128E+00
+1.71130E-03,+4.85945855E+00,-15.23746E-03
+1.71230E-03,+4.85945855E+00,-10.05023E-03
+1.71330E-03,+4.89447233E+00,-25.61191E-03
+1.71430E-03,+4.88020746E+00,-24.31510E-03
+1.71530E-03,+4.89447233E+00,-50.25123E-03
+1.71630E-03,+4.89447233E+00,+4.45226128E+00
+1.71730E-03,+4.89447233E+00,+4.45226128E+00
+1.71830E-03,+4.89447233E+00,+4.46522935E+00
+1.71930E-03,+4.89706594E+00,+4.45226128E+00
+1.72030E-03,+4.92689250E+00,+4.45226128E+00
+1.72130E-03,+4.89447233E+00,-32.09594E-03
+1.72230E-03,+4.89447233E+00,-21.72149E-03
+1.72330E-03,+4.85556813E+00,-48.95443E-03
+1.72430E-03,+4.88539468E+00,-19.12788E-03
+1.72530E-03,+4.87502023E+00,-29.50233E-03
+1.72630E-03,+4.89447233E+00,+4.45226128E+00
+1.72730E-03,+4.89447233E+00,+4.45226128E+00
+1.72830E-03,+4.89447233E+00,+4.45226128E+00
+1.72930E-03,+4.89447233E+00,+4.45226128E+00
+1.73030E-03,+4.86334897E+00,+4.45226128E+00
+1.73130E-03,+4.89447233E+00,-10.05023E-03
+1.73230E-03,+4.88280107E+00,-21.72149E-03
+1.73330E-03,+4.89447233E+00,-10.05023E-03
+1.73430E-03,+4.89447233E+00,-10.05023E-03
+1.73530E-03,+4.85427133E+00,-10.05023E-03
+1.73630E-03,+4.89447233E+00,+4.47949422E+00
+1.73730E-03,+4.89447233E+00,+4.45226128E+00
+1.73830E-03,+4.89447233E+00,+4.45226128E+00
+1.73930E-03,+4.89058191E+00,+4.45226128E+00
+1.74030E-03,+4.89447233E+00,+4.47819741E+00
+1.74130E-03,+4.87891065E+00,-25.61191E-03
+1.74230E-03,+4.88928510E+00,-15.23746E-03
+1.74330E-03,+4.89447233E+00,-45.06401E-03
+1.74430E-03,+4.86983301E+00,-10.05023E-03
+1.74530E-03,+4.89447233E+00,-35.98636E-03
+1.74630E-03,+4.85427133E+00,+4.45226128E+00
+1.74730E-03,+4.89447233E+00,+4.45226128E+00
+1.74830E-03,+4.87761385E+00,+4.43540279E+00
+1.74930E-03,+4.89447233E+00,+4.45226128E+00
+1.75030E-03,+4.89447233E+00,+4.45226128E+00
+1.75130E-03,+4.89447233E+00,-42.47039E-03
+1.75230E-03,+4.89447233E+00,-10.05023E-03
+1.75330E-03,+4.89447233E+00,-38.57997E-03
+1.75430E-03,+4.89447233E+00,-50.25123E-03
+1.75530E-03,+4.89447233E+00,-10.05023E-03
+1.75630E-03,+4.89447233E+00,+4.45226128E+00
+1.75730E-03,+4.86464578E+00,+4.45226128E+00
+1.75830E-03,+4.89447233E+00,+4.45226128E+00
+1.75930E-03,+4.89447233E+00,+4.45226128E+00
+1.76030E-03,+4.89447233E+00,+4.45226128E+00
+1.76130E-03,+4.86334897E+00,-19.12788E-03
+1.76230E-03,+4.89447233E+00,-10.05023E-03
+1.76330E-03,+4.88280107E+00,-21.72149E-03
+1.76430E-03,+4.87242662E+00,-28.20552E-03
+1.76530E-03,+4.89447233E+00,-42.47039E-03
+1.76630E-03,+4.89447233E+00,+4.41465389E+00
+1.76730E-03,+4.88150426E+00,+4.45226128E+00
+1.76830E-03,+4.87112981E+00,+4.45226128E+00
+1.76930E-03,+4.89447233E+00,+4.45226128E+00
+1.77030E-03,+4.89447233E+00,+4.45226128E+00
+1.77130E-03,+4.88020746E+00,-24.31510E-03
+1.77230E-03,+4.89447233E+00,-25.61191E-03
+1.77330E-03,+4.89447233E+00,-45.06401E-03
+1.77430E-03,+4.89447233E+00,-10.05023E-03
+1.77530E-03,+4.89447233E+00,-10.05023E-03
+1.77630E-03,+4.89447233E+00,+4.45226128E+00
+1.77730E-03,+4.89447233E+00,+4.45226128E+00
+1.77830E-03,+4.89447233E+00,+4.45226128E+00
+1.77930E-03,+4.89447233E+00,+4.45226128E+00
+1.78030E-03,+4.89447233E+00,+4.45226128E+00
+1.78130E-03,+4.89447233E+00,-12.64384E-03
+1.78230E-03,+4.89447233E+00,-10.05023E-03
+1.78330E-03,+4.89447233E+00,-28.20552E-03
+1.78430E-03,+4.89447233E+00,-21.72149E-03
+1.78530E-03,+4.89447233E+00,-48.95443E-03
+1.78630E-03,+4.86334897E+00,+4.45226128E+00
+1.78730E-03,+4.87502023E+00,+4.45226128E+00
+1.78830E-03,+4.89447233E+00,+4.44188683E+00
+1.78930E-03,+4.89447233E+00,+4.45226128E+00
+1.79030E-03,+4.89447233E+00,+4.45226128E+00
+1.79130E-03,+4.89447233E+00,-30.79914E-03
+1.79230E-03,+4.89447233E+00,-50.25123E-03
+1.79330E-03,+4.89447233E+00,-10.05023E-03
+1.79430E-03,+4.89447233E+00,-38.57997E-03
+1.79530E-03,+4.89447233E+00,-50.25123E-03
+1.79630E-03,+4.89447233E+00,+4.45226128E+00
+1.79730E-03,+4.89447233E+00,+4.45226128E+00
+1.79830E-03,+4.89447233E+00,+4.45226128E+00
+1.79930E-03,+4.89447233E+00,+4.45226128E+00
+1.80030E-03,+4.89447233E+00,+4.45874531E+00
+1.80130E-03,+4.89447233E+00,-13.94065E-03
+1.80230E-03,+4.89447233E+00,-35.98636E-03
+1.80330E-03,+4.86983301E+00,-50.25123E-03
+1.80430E-03,+4.85945855E+00,-50.25123E-03
+1.80530E-03,+4.89447233E+00,-10.05023E-03
+1.80630E-03,+4.89447233E+00,+4.45226128E+00
+1.80730E-03,+4.89447233E+00,+4.45226128E+00
+1.80830E-03,+4.89058191E+00,+4.45226128E+00
+1.80930E-03,+4.86075536E+00,+4.45226128E+00
+1.81030E-03,+4.89447233E+00,+4.43540279E+00
+1.81130E-03,+4.92170527E+00,-37.28317E-03
+1.81230E-03,+4.89447233E+00,-10.05023E-03
+1.81330E-03,+4.89447233E+00,-10.05023E-03
+1.81430E-03,+4.89447233E+00,-10.05023E-03
+1.81530E-03,+4.89447233E+00,-38.57997E-03
+1.81630E-03,+4.89447233E+00,+4.45226128E+00
+1.81730E-03,+4.89447233E+00,+4.45226128E+00
+1.81830E-03,+4.91392443E+00,+4.47301019E+00
+1.81930E-03,+4.89447233E+00,+4.42243473E+00
+1.82030E-03,+4.89447233E+00,+4.45226128E+00
+1.82130E-03,+4.89447233E+00,-50.25123E-03
+1.82230E-03,+4.89447233E+00,-29.50233E-03
+1.82330E-03,+4.89447233E+00,-19.12788E-03
+1.82430E-03,+4.93337653E+00,-11.34704E-03
