x-axis,1,2
second,Volt,Volt
-7.040000E-06,+2.555276375962E+00,+5.015075344592E+00
-7.035000E-06,+2.562814064324E+00,+5.015075344592E+00
-7.030000E-06,+2.562814064324E+00,+5.055276349187E+00
-7.025000E-06,+2.535175873665E+00,+5.055276349187E+00
-7.020000E-06,+2.522613059729E+00,+5.055276349187E+00
-7.015000E-06,+2.522613059729E+00,+5.055276349187E+00
-7.010000E-06,+2.522613059729E+00,+5.055276349187E+00
-7.005000E-06,+2.482412055135E+00,+5.055276349187E+00
-7.000000E-06,+2.522613059729E+00,+5.055276349187E+00
-6.995000E-06,+2.454773864476E+00,+5.055276349187E+00
-6.990000E-06,+2.449748738902E+00,+5.055276349187E+00
-6.985000E-06,+2.482412055135E+00,+5.055276349187E+00
-6.980000E-06,+2.442211050540E+00,+5.055276349187E+00
-6.975000E-06,+2.442211050540E+00,+5.015075344592E+00
-6.970000E-06,+2.442211050540E+00,+5.055276349187E+00
-6.965000E-06,+2.414572859882E+00,+5.027638158528E+00
-6.960000E-06,+2.402010045946E+00,+5.055276349187E+00
-6.955000E-06,+2.402010045946E+00,+5.055276349187E+00
-6.950000E-06,+2.402010045946E+00,+5.055276349187E+00
-6.945000E-06,+2.402010045946E+00,+5.015075344592E+00
-6.940000E-06,+2.361809041351E+00,+5.055276349187E+00
-6.935000E-06,+2.361809041351E+00,+5.027638158528E+00
-6.930000E-06,+2.329145725118E+00,+5.055276349187E+00
-6.925000E-06,+2.361809041351E+00,+5.055276349187E+00
-6.920000E-06,+2.361809041351E+00,+5.015075344592E+00
-6.915000E-06,+2.309045222821E+00,+5.055276349187E+00
-6.910000E-06,+2.288944720523E+00,+5.055276349187E+00
-6.905000E-06,+2.281407032162E+00,+5.055276349187E+00
-6.900000E-06,+2.281407032162E+00,+5.055276349187E+00
-6.895000E-06,+2.281407032162E+00,+5.055276349187E+00
-6.890000E-06,+2.273869343801E+00,+5.015075344592E+00
-6.885000E-06,+2.241206027567E+00,+5.055276349187E+00
-6.880000E-06,+2.241206027567E+00,+5.055276349187E+00
-6.875000E-06,+2.241206027567E+00,+5.015075344592E+00
-6.870000E-06,+2.241206027567E+00,+5.015075344592E+00
-6.865000E-06,+2.241206027567E+00,+5.015075344592E+00
-6.860000E-06,+2.201005022973E+00,+5.015075344592E+00
-6.855000E-06,+2.201005022973E+00,+5.042713535251E+00
-6.850000E-06,+2.201005022973E+00,+5.015075344592E+00
-6.845000E-06,+2.201005022973E+00,+5.055276349187E+00
-6.840000E-06,+2.201005022973E+00,+5.055276349187E+00
